Jan 23, 2014|Thursday|114|98|81|85|167|704|1864|2449|1758|1172|1011|1018|1205|1153|1298|1445|1632|1737|1284|809|655|586|434|269|23028|40|North
Jan 24, 2014|Friday|146|101|81|93|187|702|1881|2788|1877|1323|1120|1224|1371|1443|1572|1781|1507|1495|1266|883|614|574|504|312|24845|40|North
Jan 25, 2014|Saturday|245|143|117|95|113|195|405|525|836|802|911|1034|1060|1095|1148|1228|1285|1270|1105|795|659|609|527|296|16498|40|North
Jan 26, 2014|Sunday|196|134|96|72|74|139|312|304|528|722|812|893|915|998|959|850|939|788|682|473|381|350|279|172|12068|40|North
Jan 27, 2014|Monday|91|74|52|73|167|632|1511|2105|1496|943|824|836|913|971|1090|1179|1284|1230|883|665|528|438|332|210|18527|40|North
Jan 28, 2014|Tuesday|144|88|80|98|153|664|1719|2388|1711|1102|927|995|1135|1026|1271|1294|1480|1539|1054|761|638|552|416|202|21437|40|North
Jan 29, 2014|Wednesday|127|97|63|101|169|767|2011|2947|2071|1259|963|1115|1213|1170|1330|1604|1650|1898|1368|872|716|642|456|233|24842|40|North
Jan 30, 2014|Thursday|163|88|88|97|180|782|1723|2057|1538|866|484|573|954|906|1062|1280|1443|1601|1149|827|748|578|389|240|19816|40|North
Jan 31, 2014|Friday|174|115|96|107|187|715|1802|2750|1956|1284|1129|1266|1327|1331|1497|1770|1769|1899|1460|1032|726|710|573|357|26032|40|North
Jan 1, 2014|Wednesday|387|394|276|150|120|128|170|206|262|430|568|805|910|987|1024|1010|1062|891|716|661|528|416|309|228|12638|40|South
Jan 2, 2014|Thursday|106|67|75|77|139|485|950|1305|1123|932|981|1035|1130|1249|1631|2122|2965|2657|1345|851|761|793|607|328|23714|40|South
Jan 3, 2014|Friday|170|106|103|89|147|462|948|1316|1087|983|1134|1191|1308|1386|1719|2261|2754|2428|1405|930|746|672|512|310|24167|40|South
Jan 4, 2014|Saturday|201|155|110|98|97|184|315|411|557|789|1015|1166|1281|1283|1326|1498|1320|1282|1035|874|624|679|778|415|17493|40|South
Jan 5, 2014|Sunday|238|162|161|89|62|130|172|238|326|461|655|781|943|1099|1035|1072|1073|829|701|673|536|342|317|173|12268|40|South
Jan 6, 2014|Monday|101|66|50|52|139|364|744|878|781|661|661|772|848|894|1114|1687|2220|1968|1014|656|478|452|302|226|17128|40|South
Jan 7, 2014|Tuesday|149|96|88|68|126|414|760|1211|973|811|810|941|1020|1192|1350|2040|2803|2574|1379|860|683|620|376|307|21651|40|South
Jan 8, 2014|Wednesday|179|126|87|76|134|503|1049|1397|1162|944|946|998|1087|1193|1514|2235|2950|2907|1520|1036|800|678|432|303|24256|40|South
Jan 9, 2014|Thursday|173|101|90|77|167|524|1149|1350|1343|1041|961|1058|1195|1301|1610|2272|3087|3057|1751|1076|892|736|502|313|25826|40|South
Jan 10, 2014|Friday|180|114|113|70|149|516|1058|1400|1215|1095|1031|1124|1305|1380|1692|2463|2940|2730|1586|1138|883|822|626|420|26050|40|South
Jan 11, 2014|Saturday|274|198|195|97|95|251|405|569|764|872|1129|1286|1310|1351|1302|1417|1553|1378|1088|832|707|737|750|461|19021|40|South
Jan 12, 2014|Sunday|306|190|192|105|70|156|256|318|458|700|944|1077|1294|1295|1306|1338|1403|1267|940|853|648|506|317|220|16159|40|South
Jan 13, 2014|Monday|129|75|77|67|158|599|1252|1534|1315|1057|1091|1117|1206|1297|1588|2320|3106|2896|1550|1006|754|621|396|270|25481|40|South
Jan 14, 2014|Tuesday|141|105|87|93|123|458|1056|1261|1038|853|800|858|948|967|1443|2112|2775|2619|1465|904|901|859|635|296|22797|40|South
Jan 15, 2014|Wednesday|169|114|105|75|171|573|1219|1569|1303|1078|947|1135|1228|1292|1521|2305|3026|2649|1585|1017|882|736|463|292|25454|40|South
Jan 16, 2014|Thursday|181|106|94|93|173|572|1156|1498|1234|955|926|1009|1077|1159|1471|2194|3000|2735|1484|981|830|603|487|387|24405|40|South
Jan 17, 2014|Friday|163|134|119|81|162|453|1072|1486|1157|1064|1104|1222|1398|1474|1822|2345|2924|2628|1654|1158|878|806|708|736|26748|40|South
Jan 18, 2014|Saturday|301|198|163|65|89|150|286|474|618|752|925|1033|1288|1267|1318|1317|1411|1262|1072|831|770|648|580|661|17479|40|South
Jan 19, 2014|Sunday|332|221|210|110|91|132|202|291|475|706|885|1122|1358|1437|1333|1291|1336|1221|997|786|594|517|373|234|16254|40|South
Jan 20, 2014|Monday|153|78|92|92|162|554|981|1109|1013|907|1041|1040|1260|1207|1532|1995|2344|2113|1239|860|704|567|360|245|21648|40|South
Jan 21, 2014|Tuesday|123|106|92|79|150|486|1101|1542|1220|943|1055|1014|1078|1242|1568|2342|3019|2835|1519|878|879|665|351|294|24581|40|South
Jan 22, 2014|Wednesday|135|95|100|90|165|565|1149|1400|1275|979|954|975|1090|1150|1471|2249|3001|2805|1549|985|841|714|439|319|24495|40|South
Jan 23, 2014|Thursday|161|106|108|82|155|478|941|1365|1090|938|966|1014|1137|1180|1243|2183|2839|2670|1400|901|790|865|608|364|23584|40|South
Jan 24, 2014|Friday|146|122|115|76|149|519|1048|1434|1255|1058|1096|1122|1349|1392|1733|2429|2357|2252|1471|1017|826|701|721|401|24789|40|South
Jan 25, 2014|Saturday|315|205|158|109|101|204|361|437|664|973|1085|1255|1267|1345|1298|1330|1382|1327|1091|903|787|683|715|403|18398|40|South
Jan 26, 2014|Sunday|219|183|162|110|96|132|214|275|379|539|777|951|1063|1122|1161|1145|1098|920|724|549|442|322|314|215|13112|40|South
Jan 27, 2014|Monday|106|68|86|63|151|417|840|1018|815|734|793|832|952|988|1331|1892|2507|2307|1260|764|587|512|370|215|19608|40|South
Jan 28, 2014|Tuesday|136|104|90|73|140|426|925|1089|1119|884|932|953|1083|1107|1368|1993|2834|2612|1459|855|785|651|437|261|22316|40|South
Jan 29, 2014|Wednesday|141|100|93|86|168|555|1210|1547|1265|969|983|1157|1167|1217|1562|2316|3054|2958|1598|1056|930|579|333|290|25334|40|South
Jan 30, 2014|Thursday|157|126|100|103|141|539|1055|1075|892|776|593|571|744|917|1248|1943|2544|2535|1448|945|771|718|468|312|20721|40|South
Jan 31, 2014|Friday|185|134|123|91|155|455|1001|1393|1250|1071|1106|1174|1320|1388|1780|2430|2656|2729|1758|1219|930|751|531|356|25986|40|South
Feb 1, 2014|Saturday|227|142|125|103|122|203|497|657|951|1054|1222|1376|1363|1305|1254|1313|1459|1377|1231|856|688|663|589|356|19133|40|North
Feb 2, 2014|Sunday|234|177|132|86|59|141|361|369|593|838|930|1080|1243|1116|1166|1144|1291|991|630|523|544|864|478|233|15223|40|North
Feb 3, 2014|Monday|126|66|60|98|200|712|1966|3014|2025|1255|1120|1114|1248|1204|1343|1633|1668|1817|1222|707|683|583|418|209|24491|40|North
Feb 4, 2014|Tuesday|143|102|83|90|178|747|2096|3081|2056|1259|1078|1038|1198|1209|1347|1568|1643|1873|1379|739|632|599|375|231|24744|40|North
Feb 5, 2014|Wednesday|119|94|71|96|160|770|2055|3103|2060|1217|1108|1104|1090|1201|1331|1589|1603|1829|1310|882|672|634|427|264|24789|40|North
Feb 6, 2014|Thursday|136|98|60|110|169|702|1982|3018|2067|1226|1046|1168|1225|1204|1337|1643|1697|1928|1344|852|690|681|465|244|25092|40|North
Feb 7, 2014|Friday|149|119|81|94|183|705|1854|2906|1973|1236|1193|1271|1299|1385|1502|1691|1778|1927|1547|1043|648|725|586|370|26265|40|North
Feb 8, 2014|Saturday|243|158|131|87|113|195|583|675|911|1131|1219|1404|1334|1345|1380|1396|1339|1417|1212|856|706|629|597|374|19435|40|North
Feb 9, 2014|Sunday|259|168|135|93|83|149|349|400|617|861|1118|1199|1303|1230|1177|1238|1277|1235|1229|764|585|485|381|222|16557|40|North
Feb 10, 2014|Monday|108|76|67|83|187|760|1931|2993|1998|1226|1081|1039|1138|1148|1357|1533|1632|1560|1172|765|629|609|387|207|23686|40|North
Feb 11, 2014|Tuesday|129|84|90|86|202|748|2000|3082|1954|1355|996|1078|1117|1108|1301|1550|1686|1751|1238|812|665|671|438|213|24354|40|North
Feb 12, 2014|Wednesday|138|84|88|71|164|754|1952|2831|2173|1333|1053|1096|1153|1160|1308|1597|1649|1904|1346|922|811|600|440|266|24893|40|North
Feb 13, 2014|Thursday|146|112|66|101|179|756|2010|2978|1950|1291|1087|1114|1270|1222|1428|1622|1622|1801|1362|884|769|683|463|248|25164|40|North
Feb 14, 2014|Friday|176|122|77|100|163|716|1838|2826|2003|1317|1201|1397|1476|1451|1546|1788|1755|1869|1652|1143|843|760|655|364|27238|40|North
Feb 15, 2014|Saturday|295|159|127|95|97|195|451|696|918|1096|1266|1378|1179|1056|1118|1148|1208|1266|1057|718|650|553|520|352|17598|40|North
Feb 16, 2014|Sunday|224|149|143|85|75|132|312|408|681|918|1110|1136|1321|1269|1188|1206|1316|1305|1229|885|681|537|377|234|16921|40|North
Feb 17, 2014|Monday|133|99|56|93|190|690|1440|1476|1018|760|684|770|804|914|975|1167|1185|1419|1000|714|554|556|350|242|17289|40|North
Feb 18, 2014|Tuesday|141|120|85|105|172|810|2038|2795|2119|1318|1039|1095|1181|1170|1364|1506|1637|1878|1253|846|719|655|397|253|24696|40|North
Feb 19, 2014|Wednesday|140|86|91|101|177|780|2052|3019|2188|1304|1179|1199|1280|1197|1422|1606|1639|1869|1523|975|817|689|492|267|26092|40|North
Feb 20, 2014|Thursday|165|100|85|97|168|784|1966|2718|1853|1167|981|1044|1154|1017|1017|1216|855|789|519|335|230|199|170|120|18749|40|North
Feb 21, 2014|Friday|85|55|47|34|121|408|881|1129|881|729|614|588|624|741|835|972|996|1045|903|593|556|463|373|248|13921|40|North
Feb 22, 2014|Saturday|159|140|91|76|72|182|393|522|709|737|852|996|1069|1000|1024|1090|1107|1067|965|764|519|500|486|359|14879|40|North
Feb 23, 2014|Sunday|209|134|92|75|73|122|273|338|587|792|918|973|1064|1061|1126|1058|1173|1126|1006|700|558|445|341|168|14412|40|North
Feb 24, 2014|Monday|114|72|54|86|182|710|1954|2721|2223|1305|1016|1028|1125|1159|1228|1531|1496|1677|1253|784|610|582|395|203|23508|40|North
Feb 25, 2014|Tuesday|153|96|79|106|169|743|2088|2971|2229|1355|1034|1053|1160|1117|1355|1421|1595|1780|1236|825|726|678|410|233|24612|40|North
Feb 26, 2014|Wednesday|153|90|74|96|166|775|2066|3012|2197|1277|1036|1094|1128|1195|1260|1566|1446|1836|1202|830|713|592|376|242|24422|40|North
Feb 27, 2014|Thursday|157|80|89|104|172|742|1995|2998|2134|1379|1125|1069|1247|1124|1343|1579|1501|1704|1363|833|780|662|474|247|24901|40|North
Feb 28, 2014|Friday|181|117|102|94|173|727|1952|2930|2122|1442|1251|1204|1118|1203|1420|1702|1605|1697|1472|1021|780|703|592|384|25992|40|North
Feb 1, 2014|Saturday|301|195|162|119|110|222|416|571|710|914|1050|1297|1393|1288|1336|1472|1454|1365|1168|945|761|741|706|521|19217|40|South
Feb 2, 2014|Sunday|282|194|189|93|67|149|242|301|425|638|859|1068|1268|1276|1346|1430|1417|1074|712|562|568|812|487|236|15695|40|South
Feb 3, 2014|Monday|119|85|98|71|161|579|1205|1495|1303|964|1028|1161|1211|1274|1542|2254|2946|2868|1567|977|785|757|420|274|25144|40|South
Feb 4, 2014|Tuesday|161|110|98|100|159|607|1250|1512|1317|1006|1052|1120|1111|1265|1467|2318|3090|2775|1615|948|876|814|676|258|25705|40|South
Feb 5, 2014|Wednesday|150|110|90|87|164|574|1252|1565|1306|992|997|1087|1130|1229|1516|2268|3098|2848|1659|1077|916|791|514|271|25691|40|South
Feb 6, 2014|Thursday|171|110|94|98|165|548|1095|1533|1171|1013|1000|1075|1204|1216|1534|2302|3128|2884|1573|1127|862|832|764|376|25875|40|South
Feb 7, 2014|Friday|166|122|101|88|143|496|1066|1457|1252|1059|1110|1120|1344|1440|1786|2501|2924|2709|1755|1074|916|850|677|436|26592|40|South
Feb 8, 2014|Saturday|258|185|169|97|101|207|368|588|768|913|1139|1215|1396|1287|1331|1464|1548|1339|1223|950|800|723|676|417|19162|40|South
Feb 9, 2014|Sunday|271|188|196|120|75|167|202|349|490|655|905|1003|1402|1418|1361|1551|1389|1277|1097|816|653|511|350|426|16872|40|South
Feb 10, 2014|Monday|164|79|87|75|150|517|1128|1481|1295|979|953|1026|1073|1196|1541|2301|2975|2769|1554|928|781|631|426|236|24345|40|South
Feb 11, 2014|Tuesday|154|110|72|85|159|537|1167|1433|1242|941|1002|1063|1115|1296|1492|2359|3018|2851|1626|1042|861|708|423|272|25028|40|South
Feb 12, 2014|Wednesday|153|117|99|94|177|632|1170|1512|1310|1057|981|1050|1063|1245|1546|2322|2975|2798|1669|1060|920|837|496|311|25594|40|South
Feb 13, 2014|Thursday|175|116|115|96|167|580|1234|1580|1297|1059|962|1179|1202|1204|1539|2263|3049|2865|1593|1146|979|813|518|323|26054|40|South
Feb 14, 2014|Friday|184|128|119|87|172|515|1088|1454|1251|1073|1138|1266|1472|1630|1765|2490|2895|2784|1751|1237|987|827|801|511|27625|40|South
Feb 15, 2014|Saturday|302|237|202|104|105|215|397|631|755|924|1127|1276|1177|1196|1154|1185|1212|1217|925|783|690|680|611|400|17505|40|South
Feb 16, 2014|Sunday|262|202|197|101|78|161|257|396|446|690|955|1085|1388|1458|1472|1377|1480|1329|1124|907|699|538|394|231|17227|40|South
Feb 17, 2014|Monday|123|96|112|80|184|558|918|942|668|551|641|645|743|1003|1258|1660|2050|1904|1205|838|656|622|391|245|18093|40|South
Feb 18, 2014|Tuesday|165|114|101|99|177|624|1265|1557|1355|1147|1045|1116|1179|1368|1623|2350|3079|3036|1579|1050|943|774|455|306|26507|40|South
Feb 19, 2014|Wednesday|173|113|99|103|191|589|1294|1509|1300|1080|1052|1129|1225|1271|1592|2358|3115|2949|1807|1176|998|843|574|314|26854|40|South
Feb 20, 2014|Thursday|181|119|81|94|186|606|1197|1497|1068|964|937|986|1114|1150|1671|2040|1805|1300|689|416|339|284|208|183|19115|40|South
Feb 21, 2014|Friday|114|72|66|56|102|261|540|668|549|537|520|624|751|852|1142|1474|1680|1573|1041|716|595|579|461|309|15282|40|South
Feb 22, 2014|Saturday|166|142|136|96|90|210|349|494|626|583|863|905|1091|982|1209|1139|1082|1121|902|743|698|629|584|390|15230|40|South
Feb 23, 2014|Sunday|250|172|172|107|86|157|204|333|404|582|799|917|1158|1278|1240|1185|1209|1157|927|801|617|311|251|258|14575|40|South
Feb 24, 2014|Monday|130|87|62|67|157|598|1250|1405|1271|983|993|1008|1180|1197|1536|2194|2830|2944|1609|968|758|618|402|228|24475|40|South
Feb 25, 2014|Tuesday|150|117|93|98|171|606|1221|1505|1170|1028|1031|1066|1170|1238|1548|2255|2923|2996|1696|994|950|815|462|276|25579|40|South
Feb 26, 2014|Wednesday|147|124|102|77|155|556|1186|1471|1255|1032|956|1094|1126|1278|1528|2360|2964|2868|1591|1091|906|760|511|267|25405|40|South
Feb 27, 2014|Thursday|182|110|90|104|140|534|1148|1419|1157|1099|971|1073|1182|1167|1559|2284|2997|2944|1688|1192|921|1031|484|331|25807|40|South
Feb 28, 2014|Friday|176|123|119|70|168|524|1097|1424|1282|1112|1114|1171|1292|1347|1623|2371|2791|2658|1685|1177|959|857|677|468|26285|40|South
Mar 1, 2014|Saturday|268|164|135|78|98|202|461|612|843|853|942|938|970|948|934|957|936|907|864|671|527|552|456|302|14618|40|North
Mar 2, 2014|Sunday|199|180|111|80|66|92|283|321|510|697|832|995|1090|1098|1056|1112|1151|1124|1089|752|482|421|339|262|14342|40|North
Mar 3, 2014|Monday|106|70|53|87|160|711|1929|3154|2205|1320|1128|1138|1195|1246|1305|1575|1568|1861|1269|807|643|605|352|242|24729|40|North
Mar 4, 2014|Tuesday|129|92|91|104|197|766|2076|3118|2096|1269|1048|1031|1220|1176|1360|1555|1636|1885|1248|841|671|646|391|220|24866|40|North
Mar 5, 2014|Wednesday|150|107|71|94|201|798|2188|3133|2123|1403|1109|1193|1282|1201|1350|1674|1659|1878|1494|851|805|564|385|246|25959|40|North
Mar 6, 2014|Thursday|156|99|86|96|198|795|2136|3015|2154|1442|1141|1109|1279|1278|1399|1674|1788|1955|1408|849|736|661|440|275|26169|40|North
Mar 7, 2014|Friday|174|102|101|115|188|758|2035|2880|1906|1411|1172|1297|1320|1446|1608|1838|1808|2014|1486|1002|715|686|525|391|26978|40|North
Mar 8, 2014|Saturday|258|171|141|94|99|218|497|717|1008|1206|1282|1387|1347|1256|1319|1319|1276|1264|1197|834|692|722|553|368|19225|40|North
Mar 9, 2014|Sunday|269|145|126|103|148|306|311|563|760|888|987|1226|1204|1239|1215|1231|1219|1157|747|658|550|409|234|0|15695|40|North
Mar 10, 2014|Monday|132|100|79|85|180|748|2019|2931|2069|1394|1138|1165|1183|1276|1396|1624|1605|1824|1332|892|710|638|434|263|25217|40|North
Mar 11, 2014|Tuesday|168|114|102|106|206|788|2115|2981|2159|1395|1131|1110|1261|1246|1339|1647|1640|1919|1364|927|733|673|431|273|25828|40|North
Mar 12, 2014|Wednesday|157|91|95|107|228|828|2106|3071|2200|1373|1163|1263|1286|1278|1395|1663|1665|2014|1471|952|768|670|445|299|26588|40|North
Mar 13, 2014|Thursday|166|121|88|111|205|768|2143|3026|2162|1438|1252|1229|1339|1367|1451|1701|1741|2013|1537|979|786|674|498|306|27101|40|North
Mar 14, 2014|Friday|207|142|118|115|193|766|1952|2863|2054|1433|1304|1396|1539|1396|1608|1760|1823|1929|1648|1132|890|823|638|416|28145|40|North
Mar 15, 2014|Saturday|264|181|139|101|99|238|550|719|998|1219|1417|1504|1502|1479|1440|1384|1511|1551|1313|965|810|767|616|459|21226|40|North
Mar 16, 2014|Sunday|271|223|138|95|85|145|347|368|646|925|1094|1218|1354|1350|1288|1306|1253|1307|1070|857|677|607|415|191|17230|40|North
Mar 17, 2014|Monday|110|75|79|103|200|813|2033|2803|2082|1271|1075|1167|1234|1311|1292|1583|1620|1797|1207|871|763|682|472|264|24907|40|North
Mar 18, 2014|Tuesday|170|123|102|108|191|797|2150|2814|2126|1378|1117|1221|1266|1303|1434|1556|1689|1763|1220|752|587|511|354|236|24968|40|North
Mar 19, 2014|Wednesday|129|103|68|113|204|741|1881|2558|2210|1342|1100|1088|1118|1238|1376|1537|1656|1925|1358|925|785|690|464|258|24867|40|North
Mar 20, 2014|Thursday|149|125|90|107|199|811|2097|2912|2132|1411|1243|1319|1394|1306|1364|1672|1659|1925|1397|931|846|742|524|271|26626|40|North
Mar 21, 2014|Friday|167|108|103|113|206|815|1893|2678|1896|1475|1293|1480|1451|1480|1571|1790|1809|1983|1559|1024|751|795|593|396|27429|40|North
Mar 22, 2014|Saturday|303|179|164|103|121|261|513|625|879|1115|1346|1521|1615|1388|1349|1358|1482|1505|1284|957|750|724|623|452|20617|40|North
Mar 23, 2014|Sunday|288|215|140|82|76|152|333|337|588|888|1070|1165|1428|1294|1296|1288|1247|1273|1021|804|691|572|414|188|16850|40|North
Mar 24, 2014|Monday|111|80|68|88|205|775|2052|2984|2026|1355|1203|1161|1095|1080|1334|1472|1617|1778|1165|781|696|614|377|227|24344|40|North
Mar 25, 2014|Tuesday|166|99|87|101|210|859|2068|2952|1998|1266|1161|1250|1272|1243|1446|1546|1714|1837|1390|993|772|643|434|238|25745|40|North
Mar 26, 2014|Wednesday|146|125|80|122|183|834|2095|2980|2096|1373|1237|1272|1350|1355|1345|1661|1809|2071|1461|930|804|688|464|232|26713|40|North
Mar 27, 2014|Thursday|153|130|117|115|190|789|2068|2676|2037|1415|1179|1203|1343|1316|1525|1571|1501|1742|1274|861|738|633|479|260|25315|40|North
Mar 28, 2014|Friday|158|110|106|121|187|783|1970|2748|1981|1410|1314|1373|1479|1442|1606|1822|1813|2013|1623|1075|819|741|648|432|27774|40|North
Mar 29, 2014|Saturday|276|175|140|113|110|241|477|684|1061|1283|1397|1431|1486|1596|1413|1460|1523|1426|1225|944|801|735|631|497|21125|40|North
Mar 30, 2014|Sunday|302|189|125|89|78|164|313|358|688|980|1082|1215|1496|1355|1300|1428|1326|1290|1084|865|717|543|437|213|17637|40|North
Mar 31, 2014|Monday|132|85|79|98|217|796|2045|3074|2028|1414|1235|1251|1285|1299|1449|1677|1685|1825|1236|904|727|636|441|237|25855|40|North
Mar 1, 2014|Saturday|280|215|170|113|83|244|393|501|510|601|685|808|869|828|878|894|917|843|761|597|582|739|626|366|13503|40|South
Mar 2, 2014|Sunday|237|148|149|86|72|150|199|290|372|591|830|876|1101|1158|1195|1259|1223|1138|960|750|595|452|343|443|14617|40|South
Mar 3, 2014|Monday|217|92|69|66|160|532|1140|1571|1296|1073|1058|1136|1149|1185|1557|2244|2962|2849|1544|935|803|754|648|251|25291|40|South
Mar 4, 2014|Tuesday|154|104|90|88|178|639|1292|1485|1194|1101|1009|996|1101|1232|1478|2303|3053|2940|1634|1039|954|780|457|280|25581|40|South
Mar 5, 2014|Wednesday|151|126|96|91|187|662|1310|1538|1291|1011|991|1072|1117|1270|1513|2425|3140|2985|1642|1103|1050|790|522|294|26377|40|South
Mar 6, 2014|Thursday|181|113|112|72|194|659|1317|1599|1320|1035|1094|1138|1204|1230|1474|2353|3083|3041|1682|1124|924|838|525|560|26872|40|South
Mar 7, 2014|Friday|199|123|102|82|179|580|1132|1500|1196|1134|1108|1210|1313|1348|1578|2541|3107|2700|1630|1145|867|769|561|524|26628|40|South
Mar 8, 2014|Saturday|385|185|160|98|87|202|314|474|678|837|989|1178|1293|1250|1259|1282|1192|1193|1069|835|735|794|687|398|17574|40|South
Mar 9, 2014|Sunday|288|186|165|108|164|190|231|346|532|740|940|1102|1140|1167|1131|1110|1082|928|823|699|524|719|291|0|14606|40|South
Mar 10, 2014|Monday|158|94|82|61|172|635|1232|1408|1286|1012|1000|1118|1278|1261|1468|2272|3195|2893|1608|1098|846|681|665|328|25851|40|South
Mar 11, 2014|Tuesday|173|131|111|80|182|642|1267|1424|1216|939|992|1134|1143|1187|1402|2382|3121|2977|1565|1051|1074|785|740|323|26041|40|South
Mar 12, 2014|Wednesday|194|132|113|100|177|671|1229|1519|1203|981|1019|1092|1260|1224|1480|2412|3097|2914|1696|1111|1064|803|545|463|26499|40|South
Mar 13, 2014|Thursday|208|121|105|102|168|648|1287|1481|1259|1074|1008|1094|1189|1253|1554|2372|3119|2988|1623|1183|1079|952|833|384|27084|40|South
Mar 14, 2014|Friday|212|135|126|106|171|629|1169|1507|1257|1038|1197|1245|1291|1433|1652|2643|3123|2847|1692|1192|1014|956|678|498|27811|40|South
Mar 15, 2014|Saturday|281|207|208|111|108|301|382|579|745|913|1183|1376|1424|1414|1503|1537|1518|1364|1180|1011|856|796|905|530|20432|40|South
Mar 16, 2014|Sunday|322|252|185|123|85|190|256|406|474|699|1027|1123|1306|1436|1424|1485|1407|1329|1177|952|746|615|393|237|17649|40|South
Mar 17, 2014|Monday|134|95|73|69|183|690|1244|1539|1224|890|941|1033|1195|1261|1515|2143|3010|2803|1471|992|838|721|476|256|24796|40|South
Mar 18, 2014|Tuesday|175|129|128|85|186|707|1227|1492|1139|1090|1063|1120|1146|1262|1601|2330|3058|2781|1483|867|796|569|425|347|25206|40|South
Mar 19, 2014|Wednesday|153|96|102|88|172|617|1154|1397|1184|924|912|1056|1110|1208|1475|2236|2886|2968|1585|1115|982|848|506|286|25060|40|South
Mar 20, 2014|Thursday|186|121|97|78|178|691|1235|1623|1247|1054|1053|1119|1158|1253|1680|2276|3109|2853|1652|1092|1086|867|573|369|26650|40|South
Mar 21, 2014|Friday|198|138|127|92|173|591|1149|1447|1178|1046|1145|1223|1396|1459|1768|2448|3041|2652|1631|1157|926|947|752|438|27122|40|South
Mar 22, 2014|Saturday|315|202|183|112|106|266|421|627|753|924|1128|1252|1339|1295|1398|1450|1773|1481|1189|1041|878|739|792|482|20146|40|South
Mar 23, 2014|Sunday|298|225|201|127|81|185|217|346|424|653|963|1099|1411|1425|1391|1368|1349|1274|1064|900|747|549|365|241|16903|40|South
Mar 24, 2014|Monday|119|104|73|73|191|693|1286|1515|1277|987|1017|1064|1136|1195|1424|2166|2917|2763|1449|934|871|670|428|259|24611|40|South
