Jan 27, 2011|Thursday|154|118|122|115|160|283|680|1089|1012|961|987|920|1009|1073|1190|1379|1530|1290|1096|841|681|523|382|288|17883|200|North
Jan 28, 2011|Friday|140|120|125|121|168|276|657|996|979|1096|1148|1229|1296|1544|1659|1894|1907|1795|1636|1105|764|556|434|391|22036|200|North
Jan 29, 2011|Saturday|268|155|76|100|77|134|265|524|795|1085|1205|1267|1202|1160|1235|1194|1200|1224|945|766|635|525|531|332|16900|200|North
Jan 30, 2011|Sunday|192|118|75|51|56|47|126|221|331|649|895|1142|1273|1336|1451|1445|1435|1478|1138|894|692|465|349|212|16071|200|North
Jan 31, 2011|Monday|157|107|76|86|113|260|569|916|710|637|628|846|773|828|780|899|1001|810|657|506|447|356|285|215|12662|200|North
Jan 1, 2011|Saturday|56|51|51|51|43|58|71|111|172|343|508|696|787|882|822|787|757|666|534|413|375|282|221|153|8890|200|South
Jan 2, 2011|Sunday|74|46|48|57|76|91|115|182|297|483|936|1329|1590|1786|1967|1918|2045|1807|1298|1060|677|539|297|186|18904|200|South
Jan 3, 2011|Monday|111|90|123|130|307|699|850|780|878|815|858|920|1056|1050|1039|1141|1214|1043|729|534|472|377|242|182|15640|200|South
Jan 4, 2011|Tuesday|124|88|113|145|343|675|819|832|921|795|852|908|882|1014|1065|1012|1089|1106|714|548|498|421|342|178|15484|200|South
Jan 5, 2011|Wednesday|244|178|224|140|320|673|853|805|916|805|862|860|898|946|1021|1032|1169|1135|719|530|496|390|242|164|15622|200|South
Jan 6, 2011|Thursday|103|89|90|116|307|675|845|813|907|904|868|921|964|1007|1109|1137|1145|1114|824|571|530|421|253|163|15876|200|South
Jan 7, 2011|Friday|126|105|121|114|269|627|767|695|819|845|878|996|974|1122|1229|1304|1423|1317|926|749|660|461|333|205|17065|200|South
Jan 8, 2011|Saturday|139|101|82|80|119|167|271|451|616|878|1097|1201|1197|1177|1196|1166|1226|1112|939|702|630|532|353|225|15657|200|South
Jan 9, 2011|Sunday|135|86|78|72|78|105|143|262|369|567|965|1215|1384|1537|1681|1655|1637|1508|1242|1020|784|526|272|146|17467|200|South
Jan 10, 2011|Monday|112|85|97|146|312|777|911|898|842|786|763|843|868|877|995|930|1021|959|679|492|474|395|278|159|14699|200|South
Jan 11, 2011|Tuesday|115|66|90|134|287|670|788|774|830|800|652|800|796|888|929|987|1076|1028|698|539|481|390|296|162|14276|200|South
Jan 12, 2011|Wednesday|116|81|81|146|312|683|850|813|898|834|870|845|920|986|1095|1208|1244|1163|836|561|521|426|266|164|15919|200|South
Jan 13, 2011|Thursday|124|86|111|137|306|715|852|836|890|819|835|893|868|944|1030|1208|1259|1149|788|597|560|407|276|193|15883|200|South
Jan 14, 2011|Friday|116|99|114|136|281|599|756|783|802|848|974|1060|1110|1246|1422|1342|689|329|682|1095|555|474|304|234|16050|200|South
Jan 15, 2011|Saturday|134|79|74|105|124|137|287|382|570|768|1042|1187|1117|1184|1190|1165|1138|967|770|653|525|420|293|174|14485|200|South
Jan 16, 2011|Sunday|115|89|92|81|76|78|146|217|377|554|904|1215|1413|1497|1599|1620|1548|1335|1047|956|670|432|258|179|16498|200|South
Jan 17, 2011|Monday|111|55|103|117|311|631|703|667|810|802|885|976|1081|1209|1323|1304|1219|1234|818|644|538|422|266|164|16393|200|South
Jan 18, 2011|Tuesday|112|82|83|136|323|735|858|858|866|838|832|852|879|872|961|1072|1071|1043|723|588|516|435|261|191|15187|200|South
Jan 19, 2011|Wednesday|112|82|102|127|281|658|819|847|899|783|841|794|901|872|1065|1076|1166|1092|779|560|487|439|250|175|15207|200|South
Jan 20, 2011|Thursday|96|97|101|126|308|679|808|879|893|798|855|885|933|911|1069|1200|1148|1176|856|637|563|465|296|182|15961|200|South
Jan 21, 2011|Friday|117|100|101|114|248|561|701|755|786|689|842|923|1047|1200|1309|1450|1470|1365|1013|859|621|488|322|197|17278|200|South
Jan 22, 2011|Saturday|110|92|72|103|112|152|271|403|630|833|1052|1205|1097|1091|1134|1189|1065|1075|792|664|601|454|313|189|14699|200|South
Jan 23, 2011|Sunday|148|100|71|72|88|112|161|276|373|649|1028|1330|1542|1585|1508|1368|1331|1246|1101|902|623|463|259|165|16501|200|South
Jan 24, 2011|Monday|100|63|97|125|348|769|848|871|891|796|814|863|947|938|976|1046|1084|1111|763|585|499|403|266|163|15366|200|South
Jan 25, 2011|Tuesday|96|69|98|131|301|714|862|863|886|820|797|814|834|948|1035|1083|1074|1132|723|600|495|414|271|158|15218|200|South
Jan 26, 2011|Wednesday|104|91|100|154|294|745|870|923|894|834|837|957|970|976|1068|1212|1228|1183|824|600|518|420|286|185|16273|200|South
Jan 27, 2011|Thursday|115|97|100|125|301|729|847|979|905|840|854|951|998|1024|1177|1262|1249|1245|842|657|665|452|311|207|16932|200|South
Jan 28, 2011|Friday|133|98|120|138|303|622|731|826|843|811|961|1058|1178|1339|1466|1629|1743|1547|1240|879|694|553|437|231|19580|200|South
Jan 29, 2011|Saturday|161|93|88|102|113|138|274|511|692|902|1116|1193|1131|1151|1040|1193|1117|1008|821|648|582|500|421|222|15217|200|South
Jan 30, 2011|Sunday|140|97|86|79|87|86|159|253|416|688|1079|1380|1465|1580|1647|1659|1652|1504|1191|997|697|430|290|160|17822|200|South
Jan 31, 2011|Monday|112|71|99|132|330|685|793|693|738|639|650|711|726|745|792|921|970|874|622|459|436|304|240|131|12873|200|South
Feb 1, 2011|Tuesday|167|110|111|108|116|224|570|952|840|871|919|830|854|877|875|1130|1291|1171|846|578|501|390|343|238|14912|200|North
Feb 2, 2011|Wednesday|134|70|85|93|125|231|596|1040|912|892|844|854|775|841|931|1098|1269|1168|841|604|459|408|329|206|14805|200|North
Feb 3, 2011|Thursday|151|102|83|92|135|261|625|1099|972|914|968|931|907|998|1114|1277|1417|1281|997|790|604|535|390|228|16871|200|North
Feb 4, 2011|Friday|162|139|102|118|168|285|624|1006|986|1069|1191|1168|1270|1471|1593|1805|1960|1681|1639|1256|801|604|505|347|21950|200|North
Feb 5, 2011|Saturday|176|126|110|93|76|151|337|614|881|1136|1169|1244|1166|1143|1059|1211|1195|1255|869|777|654|573|491|446|16952|200|North
Feb 6, 2011|Sunday|216|133|102|79|61|68|112|194|368|596|821|1048|1176|1309|1320|1367|1368|935|679|512|455|506|592|337|14354|200|North
Feb 7, 2011|Monday|180|96|71|93|133|333|716|1213|1064|1098|986|948|948|996|970|1209|1316|1176|881|634|511|423|280|207|16482|200|North
Feb 8, 2011|Tuesday|131|97|102|93|143|277|626|1036|964|924|858|869|879|891|986|1189|1312|1187|833|621|517|488|333|212|15568|200|North
Feb 9, 2011|Wednesday|174|110|98|115|155|267|619|1062|930|929|926|833|988|1027|1015|1226|1315|1163|898|642|530|447|382|277|16128|200|North
Feb 10, 2011|Thursday|198|111|115|116|152|306|636|997|912|914|1041|953|913|1062|1122|1367|1511|1291|1019|815|616|588|422|282|17459|200|North
Feb 11, 2011|Friday|191|110|111|116|188|284|673|999|947|1160|1122|1192|1370|1646|1758|1985|1935|1805|1850|1315|857|651|539|325|23129|200|North
Feb 12, 2011|Saturday|191|142|109|75|89|150|311|520|926|1088|1317|1246|1228|1159|1188|1192|1157|1089|994|836|712|547|501|398|17165|200|North
Feb 13, 2011|Sunday|251|104|99|69|49|97|159|244|393|723|966|1190|1275|1411|1413|1574|1529|1492|1358|1013|834|599|423|267|17532|200|North
Feb 14, 2011|Monday|201|98|92|102|151|313|788|1135|966|1017|986|975|930|946|1047|1196|1251|1260|880|599|516|437|360|231|16477|200|North
Feb 15, 2011|Tuesday|176|116|103|98|183|333|734|1219|1033|1081|974|926|905|872|1065|1262|1399|1226|921|674|553|489|402|238|16982|200|North
Feb 16, 2011|Wednesday|168|120|96|101|164|308|747|1107|1037|1121|963|1012|980|1018|1131|1337|1446|1222|1036|706|570|499|478|264|17631|200|North
Feb 17, 2011|Thursday|159|139|123|143|185|309|744|1143|1002|1063|1070|1047|1055|1151|1174|1520|1459|1409|1170|945|731|622|458|291|19112|200|North
Feb 18, 2011|Friday|170|146|125|130|144|312|728|1017|998|1228|1306|1340|1443|1613|1798|2036|2027|2072|2060|1581|933|647|544|350|24748|200|North
Feb 19, 2011|Saturday|216|145|119|86|103|153|273|653|997|1272|1462|1520|1387|1458|1440|1444|1539|1443|1204|1070|932|825|784|448|20973|200|North
Feb 20, 2011|Sunday|278|177|109|71|57|86|174|265|532|783|1094|1066|931|906|720|697|588|475|435|263|255|118|93|95|10268|200|North
Feb 21, 2011|Monday|79|50|51|49|90|146|309|479|513|578|600|820|949|928|1185|955|1182|884|621|469|423|361|258|214|12193|200|North
Feb 22, 2011|Tuesday|153|132|87|102|154|286|635|1088|982|1021|1285|1157|1133|1062|1121|1264|1324|1221|952|694|602|499|402|317|17673|200|North
Feb 23, 2011|Wednesday|198|145|104|110|165|274|692|1193|1038|1076|985|1008|974|1005|1086|1277|1407|1253|1032|720|599|536|390|251|17518|200|North
Feb 24, 2011|Thursday|181|119|97|129|173|282|699|1126|987|1063|1023|1036|1099|1213|1306|1478|1506|1451|1198|763|687|547|416|285|18864|200|North
Feb 25, 2011|Friday|195|150|130|113|156|280|603|984|923|970|1139|1189|1279|1447|1741|1873|1943|1972|1825|1388|859|634|535|341|22669|200|North
Feb 26, 2011|Saturday|214|148|96|97|77|154|321|657|934|1203|1287|1308|1130|1116|1092|1149|1130|1146|1056|879|731|525|471|354|17275|200|North
Feb 27, 2011|Sunday|214|133|92|65|57|66|183|264|421|772|975|1266|1310|1363|1536|1604|1565|1365|1201|969|752|519|343|240|17275|200|North
Feb 28, 2011|Monday|181|114|92|93|158|305|811|1124|933|1043|1012|929|875|960|1015|1290|1383|1152|872|621|526|465|391|310|16655|200|North
Feb 1, 2011|Tuesday|106|71|95|146|318|695|754|762|814|712|748|797|837|875|992|1077|1048|1131|703|537|478|414|262|157|14529|200|South
Feb 2, 2011|Wednesday|92|80|78|129|312|712|810|808|848|803|782|755|856|949|990|1049|1159|1034|824|622|546|388|280|165|15071|200|South
Feb 3, 2011|Thursday|101|75|101|146|314|680|844|832|935|797|844|856|973|992|1103|1202|1260|1246|873|633|602|476|300|179|16364|200|South
Feb 4, 2011|Friday|139|84|109|142|270|630|770|801|829|851|1006|1083|1128|1256|1464|1520|1642|1591|1216|875|685|611|420|231|19353|200|South
Feb 5, 2011|Saturday|156|113|88|84|110|171|316|476|705|977|1157|1192|1185|1147|1204|1179|1273|1037|847|670|571|473|401|202|15734|200|South
Feb 6, 2011|Sunday|137|82|78|83|77|101|164|229|371|700|1001|1231|1372|1611|1628|1621|1392|973|688|563|481|565|437|237|15822|200|South
Feb 7, 2011|Monday|123|71|100|131|361|804|890|860|919|889|928|919|1014|946|1007|1052|1097|1063|768|584|510|416|261|155|15868|200|South
Feb 8, 2011|Tuesday|121|75|95|141|300|724|854|850|902|863|809|857|817|930|1006|1080|1123|1121|750|624|512|408|269|169|15400|200|South
Feb 9, 2011|Wednesday|95|101|92|124|279|684|877|861|1002|853|851|900|874|982|1043|1202|1188|1088|823|594|523|391|284|203|15914|200|South
Feb 10, 2011|Thursday|122|107|109|132|306|634|840|926|938|854|857|908|992|1052|1150|1204|1252|1194|884|718|552|472|296|206|16705|200|South
Feb 11, 2011|Friday|115|118|101|142|263|630|828|847|907|906|965|1044|1267|1340|1471|1617|1659|1593|1251|981|762|567|423|236|20033|200|South
Feb 12, 2011|Saturday|148|109|77|104|101|173|306|459|699|921|1213|1240|1187|1276|1210|1248|1223|1143|875|755|655|506|404|224|16256|200|South
Feb 13, 2011|Sunday|162|87|76|90|83|103|152|259|460|791|1095|1347|1498|1635|1700|1751|1765|1553|1267|1018|725|453|304|193|18567|200|South
Feb 14, 2011|Monday|125|79|97|131|339|799|968|893|903|838|910|938|956|987|1129|1099|1162|1132|766|598|506|373|306|206|16240|200|South
Feb 15, 2011|Tuesday|116|85|107|130|344|769|950|944|962|867|879|893|930|942|1071|1180|1262|1149|803|612|527|456|278|197|16453|200|South
Feb 16, 2011|Wednesday|120|92|109|143|309|733|976|931|1029|883|914|924|959|1006|1097|1160|1246|1238|838|673|531|475|296|211|16893|200|South
Feb 17, 2011|Thursday|121|84|118|149|308|740|923|910|974|879|898|993|1058|1069|1256|1270|1372|1361|911|781|636|535|348|200|17894|200|South
Feb 18, 2011|Friday|134|117|120|146|264|666|846|856|897|885|1081|1269|1369|1541|1701|1743|1803|1763|1441|1081|868|727|591|298|22207|200|South
Feb 19, 2011|Saturday|206|120|97|111|130|189|307|517|732|1100|1357|1453|1480|1482|1427|1400|1406|1387|1176|1040|881|815|785|363|19961|200|South
Feb 20, 2011|Sunday|225|145|130|100|88|129|156|263|605|915|1180|1439|1371|1270|1035|827|771|582|385|273|209|145|97|56|12396|200|South
Feb 21, 2011|Monday|60|46|72|78|191|390|430|387|585|534|731|797|883|1050|1220|1103|977|907|697|538|461|328|215|151|12831|200|South
Feb 22, 2011|Tuesday|108|81|98|130|375|762|888|836|976|931|939|932|974|1067|1056|1162|1257|1153|760|592|493|464|267|192|16493|200|South
Feb 23, 2011|Wednesday|118|102|118|132|341|742|898|862|1008|928|875|896|982|1035|1112|1222|1255|1141|826|571|557|383|273|181|16558|200|South
Feb 24, 2011|Thursday|131|91|101|150|327|728|876|924|965|896|872|923|1036|1067|1123|1187|1278|1217|929|737|625|492|359|223|17257|200|South
Feb 25, 2011|Friday|134|99|103|140|306|644|814|833|911|929|940|1164|1210|1330|1460|1568|1656|1611|1231|967|784|621|476|252|20183|200|South
Feb 26, 2011|Saturday|156|119|93|84|150|175|342|471|652|906|1080|1104|1121|1170|1029|1121|1203|941|774|655|663|526|434|223|15192|200|South
Feb 27, 2011|Sunday|139|88|71|90|114|123|164|247|398|755|1174|1360|1558|1608|1829|1847|1850|1612|1245|1081|752|481|316|181|19083|200|South
Feb 28, 2011|Monday|127|98|103|142|334|787|964|906|973|817|862|887|914|932|1075|1153|1218|1115|797|615|450|391|272|156|16088|200|South
Mar 1, 2011|Tuesday|182|132|100|112|158|267|739|1176|1028|1041|973|882|918|878|1052|1260|1320|1242|929|655|559|487|420|261|16771|200|North
Mar 2, 2011|Wednesday|168|112|92|126|140|303|688|1141|926|1015|961|929|946|986|1048|1296|1426|1269|948|711|583|488|357|257|16916|200|North
Mar 3, 2011|Thursday|192|136|104|116|191|326|730|1126|961|1001|927|956|970|1068|1159|1504|1418|1353|1066|772|671|585|445|263|18040|200|North
Mar 4, 2011|Friday|159|148|101|130|159|310|692|1059|905|1064|940|926|1100|1253|1920|1986|1874|1890|1597|1126|781|637|551|338|21646|200|North
Mar 5, 2011|Saturday|199|140|107|105|99|168|359|584|886|1221|1232|1328|1287|1187|1160|1242|1323|1281|1111|882|747|612|695|457|18412|200|North
Mar 6, 2011|Sunday|223|136|88|73|64|91|173|346|479|853|1063|1247|1315|1317|1470|1280|1548|901|1169|845|645|513|312|210|16361|200|North
Mar 7, 2011|Monday|140|99|68|89|142|289|718|1057|847|986|894|839|916|1019|1006|1130|1268|1167|832|652|570|408|349|216|15701|200|North
Mar 8, 2011|Tuesday|179|131|88|111|159|261|694|972|829|870|875|838|926|921|1008|1175|1330|1139|982|680|576|471|421|274|15910|200|North
Mar 9, 2011|Wednesday|172|120|105|83|141|259|622|903|733|860|797|822|851|885|1035|1197|1336|1262|909|661|537|486|409|265|15450|200|North
Mar 10, 2011|Thursday|214|136|116|117|166|336|667|1090|923|984|954|993|1012|1088|1228|1443|1505|1336|1230|944|813|667|461|317|18740|200|North
Mar 11, 2011|Friday|222|152|142|119|177|360|693|1026|934|1090|1168|1296|1398|1511|1597|1666|1767|1839|1911|1389|878|608|529|325|22797|200|North
Mar 12, 2011|Saturday|211|138|92|89|71|115|234|406|643|971|1144|1143|1155|1203|1169|1150|1195|1160|1087|802|638|596|498|387|16297|200|North
* Mar 13,|2011|Sunday|250|117|111|122|79|98|170|240|406|655|1012|1274|1421|1552|1665|1638|1602|1576|1419|1146|935|654|458|278|18878|200|North
Mar 14, 2011|Monday|183|107|109|115|167|299|808|1185|960|1021|1058|1007|1052|973|1141|1286|1393|1226|989|738|631|512|373|256|17589|200|North
Mar 15, 2011|Tuesday|170|126|108|109|177|302|716|1194|987|1000|979|988|1016|1037|1129|1290|1368|1261|996|781|731|549|390|247|17651|200|North
Mar 16, 2011|Wednesday|199|134|90|117|178|333|723|1122|942|1055|1046|954|1094|1101|1238|1354|1421|1390|1098|816|751|554|394|271|18375|200|North
Mar 17, 2011|Thursday|170|137|122|115|165|330|724|1139|1018|1068|1051|1091|1128|1209|1284|1585|1735|1473|1263|966|831|643|502|312|20061|200|North
Mar 18, 2011|Friday|177|155|140|135|167|331|692|1035|1011|1158|1230|1342|1406|1566|1739|1856|2035|1985|1892|1282|933|698|578|370|23913|200|North
Mar 19, 2011|Saturday|244|150|102|103|102|215|338|589|832|1108|1367|1315|1397|1374|1345|1419|1434|1466|1224|889|835|646|545|397|19436|200|North
Mar 20, 2011|Sunday|326|130|79|92|63|102|172|295|474|898|1276|1683|2028|2039|2134|2140|2128|1805|1610|1261|957|661|417|287|23057|200|North
Mar 21, 2011|Monday|167|133|104|124|145|391|816|1226|1113|1158|1113|1080|1072|1005|1167|1251|1435|1331|926|709|644|496|394|282|18282|200|North
Mar 22, 2011|Tuesday|173|138|84|131|157|276|689|1056|950|917|931|886|929|902|957|1184|1229|1098|914|652|489|369|250|252|15613|200|North
Mar 23, 2011|Wednesday|136|91|79|82|130|212|396|538|470|338|457|595|606|598|521|938|937|832|652|626|547|508|338|273|10900|200|North
Mar 24, 2011|Thursday|211|148|126|117|183|327|728|1156|987|1106|1056|1119|1115|1223|1294|1410|1467|1428|1258|934|740|640|461|378|19612|200|North
Mar 25, 2011|Friday|247|155|120|134|158|299|668|1082|1061|1117|1247|1235|1443|1459|1669|1885|2018|1953|1704|1246|838|674|476|364|23252|200|North
Mar 26, 2011|Saturday|353|279|140|71|98|161|401|599|844|1229|1315|1433|1350|1250|1254|1334|1406|1402|1137|948|770|643|583|454|19454|200|North
Mar 27, 2011|Sunday|229|152|100|81|75|90|155|291|425|696|1006|1346|1409|1435|1516|1529|1539|1461|1148|1086|813|777|515|301|18175|200|North
Mar 28, 2011|Monday|242|142|116|128|189|316|785|1215|1059|1094|1071|1067|1037|1071|1089|1275|1365|1261|946|743|619|549|404|258|18041|200|North
Mar 29, 2011|Tuesday|212|152|132|154|236|410|767|1137|1050|1012|1060|1046|983|1055|1183|1303|1424|1297|1025|750|651|518|389|254|18200|200|North
Mar 30, 2011|Wednesday|220|158|100|165|240|430|829|1214|1068|1066|1147|1026|1104|1121|1159|1292|1511|1354|1101|759|698|555|481|300|19098|200|North
Mar 31, 2011|Thursday|201|137|130|139|178|360|794|1184|1072|1057|1080|1116|1055|1225|1288|1442|1642|1374|1203|1019|719|700|547|354|20016|200|North
Mar 1, 2011|Tuesday|123|89|117|154|330|733|892|916|1007|922|857|906|968|965|1030|1124|1180|1244|845|606|554|413|252|175|16402|200|South
Mar 2, 2011|Wednesday|124|74|108|151|306|702|895|935|896|899|880|899|994|1013|1136|1188|1231|1150|916|641|592|444|296|149|16619|200|South
Mar 3, 2011|Thursday|135|94|111|167|325|687|956|958|970|901|899|965|1081|1060|1134|1311|1345|1297|902|751|659|515|304|210|17737|200|South
Mar 4, 2011|Friday|142|100|131|178|295|694|836|903|951|1006|1089|1202|1346|1399|1607|1708|1761|1698|1321|973|822|622|354|213|21351|200|South
Mar 5, 2011|Saturday|161|136|102|130|146|221|356|556|829|1216|1303|1302|1307|1229|1286|1233|1298|1077|898|757|614|561|330|204|17252|200|South
Mar 6, 2011|Sunday|133|111|85|95|96|173|219|285|479|809|1182|1395|1465|1601|1497|1608|1479|1414|1211|1020|585|475|275|185|17877|200|South
Mar 7, 2011|Monday|98|81|117|159|370|791|891|804|925|902|915|937|969|953|975|1065|1178|1109|763|609|504|380|282|202|15979|200|South
Mar 8, 2011|Tuesday|117|87|115|150|362|724|879|862|909|813|819|877|926|990|929|1060|1161|1094|775|574|462|400|262|166|15513|200|South
Mar 9, 2011|Wednesday|108|93|113|137|325|696|800|824|906|793|755|869|878|875|985|1092|1140|1146|777|623|570|402|275|213|15395|200|South
Mar 10, 2011|Thursday|129|83|102|144|346|731|863|891|1005|1048|1017|1024|1040|1116|1203|1333|1315|1310|1024|833|676|580|368|239|18420|200|South
Mar 11, 2011|Friday|145|110|124|164|322|635|769|871|972|1009|1104|1180|1345|1471|1707|1933|1979|1808|1273|891|759|440|531|162|21704|200|South
Mar 12, 2011|Saturday|99|58|55|63|122|150|249|408|536|719|935|1034|1096|1137|1093|1117|1051|968|718|687|485|543|324|261|13908|200|South
* Mar 13,|2011|Sunday|163|100|93|89|131|142|146|246|400|682|1013|1243|1384|1501|1532|1559|1615|1434|1270|989|816|630|395|245|17818|200|South
Mar 14, 2011|Monday|125|87|104|144|328|791|849|869|955|903|967|962|1021|1035|1107|1217|1225|1199|827|660|592|436|307|173|16883|200|South
Mar 15, 2011|Tuesday|133|97|99|164|345|723|851|920|967|903|948|893|1032|1011|1101|1203|1247|1269|805|725|612|470|324|185|17027|200|South
Mar 16, 2011|Wednesday|127|90|111|137|358|723|871|940|1002|960|987|1007|1051|1092|1178|1297|1346|1250|952|766|681|498|339|206|17969|200|South
Mar 17, 2011|Thursday|123|98|130|165|348|736|828|937|1041|974|1042|1235|1336|1349|1322|1349|1372|1254|1042|828|668|519|416|223|19335|200|South
Mar 18, 2011|Friday|161|127|130|164|313|659|785|843|938|977|1133|1319|1381|1482|1647|1708|1666|1621|1256|1010|871|633|460|236|21520|200|South
Mar 19, 2011|Saturday|183|152|80|105|147|230|330|568|796|1079|1430|1425|1289|1297|1246|1303|1281|1083|859|717|658|517|343|227|17345|200|South
Mar 20, 2011|Sunday|147|94|97|87|115|139|180|271|394|736|1047|1348|1557|1601|1753|1763|1750|1507|1295|1064|805|573|356|190|18869|200|South
Mar 21, 2011|Monday|116|85|95|163|375|805|932|934|958|862|918|951|981|1039|1195|1178|1217|1199|832|731|593|478|339|202|17178|200|South
Mar 22, 2011|Tuesday|150|86|127|161|355|640|884|911|920|832|803|892|920|931|1023|1111|1178|1135|721|562|418|282|193|104|15339|200|South
Mar 23, 2011|Wednesday|66|29|60|74|158|302|310|317|465|371|380|411|509|659|721|689|754|771|671|521|418|342|257|197|9452|200|South
Mar 24, 2011|Thursday|123|84|120|154|345|713|823|895|1079|972|1019|1028|1094|1099|1232|1298|1300|1374|920|754|623|523|360|202|18134|200|South
Mar 25, 2011|Friday|144|115|125|148|324|631|777|829|935|1006|1110|1201|1374|1483|1624|1669|1841|1626|1318|1069|845|630|391|259|21474|200|South
Mar 26, 2011|Saturday|190|129|111|95|153|191|298|525|731|1110|1341|1416|1350|1278|1332|1385|1356|1194|945|787|623|554|371|240|17705|200|South
Mar 27, 2011|Sunday|143|80|71|92|115|133|159|239|453|690|1068|1360|1487|1525|1688|1625|1722|1452|1338|1030|831|582|343|208|18434|200|South
Mar 28, 2011|Monday|122|83|75|128|360|786|928|943|1017|925|1010|1002|1044|1005|1112|1161|1252|1218|841|647|578|464|324|180|17205|200|South
Mar 29, 2011|Tuesday|134|93|114|142|315|735|869|930|958|954|902|899|1006|971|1107|1228|1293|1265|872|659|592|476|277|194|16985|200|South
Mar 30, 2011|Wednesday|118|97|103|171|332|665|885|898|1007|964|984|994|1019|1080|1241|1246|1330|1277|878|718|623|478|314|191|17613|200|South
Mar 31, 2011|Thursday|109|91|108|138|333|718|859|953|972|908|1090|1072|1091|1137|1298|1381|1473|1308|972|836|656|511|372|223|18609|200|South
* Apr 1,|2011|Friday|264|158|152|168|234|315|719|1173|1190|1334|1438|1528|1591|1778|1980|2109|2218|2207|2067|1679|1119|854|643|463|27381|200|North
